P2001\P2001.shm	Breakfast	1.00	42000	50550	0	0	10.051353	0.676529	0.041079	526.146154	0.370834	0.057303	1
P2001\P2001.shm	Lunch	1.00	145785	154350	0	0	16.753785	0.793019	0.038430	972.460663	0.141957	0.100981	1
P2001\P2001.shm	Dinner	1.00	384375	411780	0	3	23.994467	0.861308	0.168983	567.008724	0.035503	0.130957	1
P2001\P2001.shm	DinnerSnack	1.00	648660	652995	0	0	25.790769	0.879843	0.062274	1045.479645	0.033210	0.116928	1
P2011\P2011.shm	Breakfast	1.00	2310	6465	0	0	8.420109	0.697546	0.037000	578.476639	0.283686	0.059192	1
P2011\P2011.shm	Snack	1.00	175725	177255	0	0	17.935673	0.756368	0.046000	830.075704	0.071195	0.092097	1
P2011\P2011.shm	Dinner	1.00	660840	667890	0	0	15.077734	0.701177	0.042868	833.623046	0.204510	0.099419	1
P2012\P2012.shm	Breakfast	1.00	15480	24465	0	0	14.363650	0.636880	0.113940	354.264291	0.007011	0.084799	1
P2012\P2012.shm	Lunch	1.00	313245	330240	0	0	12.408281	0.712932	0.066857	366.095295	0.259061	0.081725	1
P2012\P2012.shm	Snack	1.00	554055	556215	0	0	9.944261	0.670523	0.076908	315.947045	0.272096	0.067561	1
P2012\P2012.shm	Dinner	1.00	725100	735135	0	0	14.858467	0.649163	0.057504	565.019746	0.310881	0.072439	1
P2013\P2013.shm	Lunch	1.00	153000	162555	0	0	17.297574	0.782964	0.104235	290.729866	0.207828	0.092193	1
P2013\P2013.shm	Snack	1.00	357390	360225	0	0	16.771447	0.791961	0.101749	338.120814	0.173836	0.073695	1
P2013\P2013.shm	Dinner	1.00	557370	562935	0	0	22.541313	0.828243	0.108996	381.454487	0.099713	0.104563	1
P2014\P2014.shm	Lunch	1.00	146625	174705	0	0	10.730049	0.667284	0.029640	815.953272	0.304441	0.078594	1
P2014\P2014.shm	Dinner	1.00	614205	621765	0	0	11.392868	0.726094	0.041712	930.455640	0.162941	0.094035	1
P2015\P2015.shm	Dinner	1.00	581595	603510	0	0	15.927468	0.729239	0.048114	787.718506	0.246030	0.082314	1
P2016\P2016.shm	Breakfast	1.00	10185	14235	0	0	10.274719	0.646507	0.086510	279.606645	0.188595	0.060973	1
P2016\P2016.shm	Lunch	1.00	228405	237270	0	0	14.393948	0.716896	0.043528	741.026359	0.176066	0.109294	1
P2016\P2016.shm	Dinner	1.00	567735	581220	0	0	6.031848	0.538336	0.052018	245.545051	0.426665	0.050349	1
P2017\P2017.shm	Breakfast	1.00	165	10065	0	0	9.426140	0.536410	0.060051	317.219654	0.459651	0.062418	1
P2017\P2017.shm	Snack	1.00	152475	160005	0	0	10.574167	0.593679	0.045676	476.103044	0.386934	0.062674	1
P2017\P2017.shm	Dinner	1.00	398550	429420	0	0	14.612925	0.637815	0.070483	579.692354	0.268796	0.090668	1
P2017\P2017.shm	Snack2	1.00	515760	534630	0	0	11.956468	0.556462	0.054574	496.673348	0.384081	0.065709	1
P2018\P2018.shm	Breakfast	1.00	26970	35445	0	0	12.453499	0.612789	0.081786	288.000121	0.440538	0.060288	1
P2018\P2018.shm	Snack	1.00	157725	161625	0	0	11.524262	0.675981	0.068618	380.741011	0.257370	0.087413	1
P2018\P2018.shm	Dinner	1.00	378030	404625	0	0	13.942380	0.549143	0.106426	294.380856	0.413182	0.080501	1
P2020\P2020.shm	Snack	1.00	192750	200955	0	0	12.871662	0.564952	0.056850	496.810576	0.314892	0.085182	1
P2020\P2020.shm	Lunch	1.00	286155	298500	0	0	8.030826	0.479508	0.034004	468.941866	0.453750	0.070306	1
P2020\P2020.shm	Dinner	1.00	630720	656025	0	0	9.799808	0.597842	0.034899	588.711961	0.362286	0.078558	1
P2030\P2030.shm	Breakfast	1.00	13410	33765	0	0	12.826495	0.504913	0.079540	393.206685	0.367901	0.074523	1
P2030\P2030.shm	Lunch	1.00	245490	262845	0	0	14.536899	0.644215	0.056036	522.405324	0.378543	0.076976	1
P2030\P2030.shm	Dinner	1.00	673515	679725	0	0	13.192176	0.722750	0.054597	615.931484	0.197231	0.087748	1
P2031\P2031.shm	Breakfast	1.00	30255	41265	0	0	9.584168	0.550813	0.060979	356.367984	0.462083	0.041686	1
P2031\P2031.shm	Lunch	1.00	329790	341835	0	0	18.780481	0.765067	0.085157	474.485050	0.243317	0.090736	1
P2031\P2031.shm	Dinner	1.00	658170	661755	0	0	21.825561	0.862521	0.083254	608.039519	0.060792	0.119074	1
P2033\P2033.shm	Breakfast	1.00	50985	78015	0	0	12.994960	0.660575	0.090684	461.676589	0.057933	0.090119	1
P2033\P2033.shm	Dinner	1.00	516660	531180	0	0	11.066343	0.703671	0.044156	858.927009	0.216858	0.089388	1
P2033\P2033.shm	Snack	1.00	627240	634395	0	2	5.420131	0.320570	0.032219	258.506295	0.667272	0.031302	0
P2033\P2033.shm	Snack2	1.00	747240	756480	0	0	7.892250	0.541500	0.042767	601.616404	0.385673	0.055838	1
P2035\P2035.shm	Breakfast	1.00	60795	67290	0	0	8.110582	0.475985	0.066566	240.482626	0.574969	0.034329	1
P2035\P2035.shm	Lunch	1.00	308610	313200	0	0	10.845260	0.684165	0.061017	376.105962	0.271183	0.072098	1
P2035\P2035.shm	Dinner	1.00	577305	590400	0	0	8.097643	0.617975	0.040319	482.573396	0.367440	0.062309	1
P2035\P2035.shm	Snack	1.00	819600	824790	0	1	6.048614	0.392988	0.048775	218.131950	0.581006	0.030245	1
P2036\P2036.shm	Lunch	1.00	318315	339825	0	0	13.118471	0.626052	0.030883	710.296891	0.389847	0.069778	1
P2036\P2036.shm	Dinner	1.00	607410	614430	0	0	9.544785	0.608460	0.031603	808.700553	0.298248	0.058824	1
P2037\P2037.shm	Breakfast1	1.00	29130	44415	0	0	14.503710	0.561821	0.064758	503.378301	0.389638	0.074774	1
P2037\P2037.shm	Breakfast2	1.00	303675	332040	0	3	19.447918	0.776422	0.092844	594.311673	0.164246	0.124586	1
P2037\P2037.shm	Lunch	1.00	410670	424305	0	0	13.073375	0.540114	0.056378	452.195674	0.466706	0.072382	1
P2037\P2037.shm	Dinner	1.00	621240	647115	0	0	6.579501	0.465219	0.032834	415.034771	0.522492	0.043824	1
P2038\P2038.shm	Breakfast	1.00	9645	24630	0	1	6.602620	0.438342	0.054688	276.109268	0.522955	0.051515	1
P2038\P2038.shm	Snack	1.00	268890	273705	0	0	21.653178	0.682101	0.071286	505.243014	0.356728	0.078488	1
P2038\P2038.shm	Lunch	1.00	419220	433410	0	0	9.525298	0.572335	0.065829	281.997661	0.324079	0.065675	1
P2044\P2044.shm	Lunch	1.00	283080	289995	0	0	16.784234	0.805668	0.056523	676.266880	0.117698	0.108010	1
P2044\P2044.shm	Dinner	1.00	565530	574740	0	0	20.720032	0.736185	0.062859	696.325716	0.183911	0.087287	1
P2046\P2046.shm	Breakfast	1.00	13335	15660	0	0	17.647969	0.815563	0.052425	951.827932	0.097163	0.101032	1
P2046\P2046.shm	Snack1	1.00	270720	279810	0	3	27.618008	0.888901	0.133807	784.813531	0.051699	0.146189	1
P2046\P2046.shm	Lunch	1.00	298875	314445	0	0	16.826328	0.733993	0.045717	882.861902	0.173078	0.087663	1
P2046\P2046.shm	Snack2	1.00	410520	429405	0	0	15.725038	0.628773	0.052070	600.968048	0.350207	0.066504	1
P2046\P2046.shm	Dinner	1.00	672390	677145	0	0	21.231265	0.831371	0.039338	1187.898032	0.193440	0.097981	1
P2051\P2051.shm	Breakfast	1.00	51675	64320	0	0	12.531342	0.615689	0.044686	587.383642	0.411197	0.068796	1
P2051\P2051.shm	Lunch	1.00	280995	298800	0	0	13.440359	0.669830	0.040876	675.484274	0.246546	0.092609	1
P2051\P2051.shm	Dinner	1.00	728070	745680	0	0	12.393521	0.630174	0.043609	607.599889	0.308387	0.083698	1
P2055\P2055.shm	Breakfast	1.00	34335	40170	0	0	9.689191	0.576080	0.045870	597.937575	0.296093	0.068883	1
P2055\P2055.shm	Lunch	1.00	262560	275535	0	0	8.741609	0.466194	0.031679	530.849305	0.493948	0.057667	1
P2057\P2057.shm	Dinner	1.00	414255	422595	0	0	10.755047	0.766335	0.064104	586.293698	0.160652	0.102985	1
P2058\P2058.shm	Lunch	1.00	113310	127680	0	0	10.070802	0.612553	0.034193	581.329255	0.308260	0.063948	1
P2058\P2058.shm	Dinner	1.00	514770	534930	0	0	11.732922	0.695055	0.057678	506.697435	0.299440	0.076484	1
P2063\P2063.shm	Breakfast	1.00	51540	61680	0	2	5.507861	0.291589	0.026378	367.520634	0.626960	0.037077	1
P2063\P2063.shm	Lunch	1.00	151245	157995	0	3	19.172275	0.846393	0.061509	1026.827504	0.036439	0.148867	1
P2100\P2100.shm	Breakfast	1.00	9165	14640	0	0	7.633939	0.481738	0.052697	300.466954	0.497626	0.052228	1
P2100\P2100.shm	Lunch	1.00	93750	109155	0	0	5.902511	0.504284	0.046382	254.869056	0.507400	0.044139	1
P2101\P2101.shm	Lunch	1.00	169845	181545	0	0	9.826956	0.528075	0.032579	555.059008	0.469276	0.049996	1
P2101\P2101.shm	Snack	1.00	403725	409380	0	2	2.631425	0.239392	0.021313	236.447472	0.786775	0.021570	0
P2101\P2101.shm	Appetizer	1.00	548910	564135	0	0	17.836717	0.773414	0.034523	954.746700	0.194536	0.094378	1
P2101\P2101.shm	Entree	1.00	565170	574275	0	0	13.905583	0.804744	0.031481	886.603358	0.148803	0.113002	1
P2102\P2102.shm	Lunch	1.00	320385	325305	0	3	23.577593	0.817923	0.040999	1181.384801	0.051412	0.141841	1
P2102\P2102.shm	Dinner	1.00	757635	765855	0	0	13.812406	0.829704	0.028551	1616.130667	0.132587	0.069456	1
